rank,smiles,prob_active,deepentxai_score,prediction,observed
631,NC(N)NC[C@H]1Cc2ccccc2[C@@H]1NC(=O)C(=O)Nc1ccc(Cl)c(F)c1,0.9109,86.22,Active,Active
632,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(-c4cc(C)[nH]n4)c3)CS[C@H]12)c1csc(N)n1,0.9109,86.22,Active,Active
633,CC(O)c1cc(-c2cnn(C)c2)cc2c1-c1ccccc1C2(O)C(F)(F)F,0.9109,86.22,Active,Active
634,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)c1cc(F)c(F)cc1N1CCC[C@H]1CO,0.9109,86.22,Active,Active
635,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)c1cc(F)c(F)cc1N1CCN(CCN2CCCC2)CC1,0.9109,86.22,Active,Active
636,CC1CNCCN1c1c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c2c1F,0.9109,86.22,Active,Active
637,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)c1cc(F)c(F)cc1N1CCN(CCN2CCOCC2)CC1,0.9109,86.22,Active,Active
638,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)c1cc(F)c(F)cc1N1CCOCC1,0.9109,86.22,Active,Active
639,CC(=O)Nc1nc2ncc(CNc3ccc(S(=O)(=O)Nc4ncccn4)cc3)nc2c(=O)[nH]1,0.9109,86.22,Active,Active
640,COc1ccc2nccc(NC(=O)[C@@H]3CC[C@@H](NCc4cc5c(cn4)OCCO5)CO3)c2n1,0.9109,86.22,Active,Active
641,CN(Cc1ccsc1)CC1CCN(CCc2ccc(Cl)cc2)CC1,0.9109,86.22,Active,Active
642,CN(Cc1ccsc1)CC1CCN(CCc2ccc(Br)cc2)CC1,0.9109,86.22,Active,Active
643,C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(N)C3)nc21,0.9109,86.22,Active,Active
644,OCCn1cc(-c2ccc3c(c2)C(O)(C(F)(F)F)c2cccc(CO)c2-3)cn1,0.9109,86.22,Active,Active
645,C=C[C@H]1C[C@@]1(NC(=O)c1ccc(NC(=O)c2ccc(C#N)cc2)cc1)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)O)cc3)c(O)c2OC(C)C)cc1,0.9109,86.22,Active,Active
646,CNC(=O)C1CCCN1C(=O)c1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2,0.9109,86.22,Active,Active
647,CC1COc2c(CN3CCCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.9109,86.22,Active,Active
648,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4ccc[n+](C)c4)cs3)[C@H](C)[C@H]12,0.9109,86.22,Active,Active
649,C[C@@H](O)[C@H](NC1CCCCc2cc(C#Cc3ccccc3)ccc21)C(=O)NO,0.9109,86.22,Active,Active
650,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,0.9109,86.22,Active,Active
651,COC(=O)N[C@H](C(=O)NN(CCC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@H]1O)Cc1ccc(-c2ccccc2)cc1)C(C)(C)C,0.9109,86.22,Active,Active
652,Cc1nc(-c2ccc(CSSC3CCCC3)cc2)ncc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,0.9109,86.22,Active,Active
653,CSc1c(F)c(N2CCN(C)CC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,0.9109,86.22,Active,Active
654,CNCCn1ccc2c[n+](CC3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)/C(=N\O[C@@H](C)C(=O)O)c5nc(N)sc5Cl)[C@H]4SC3)ccc21,0.9109,86.22,Active,Active
655,COC(=O)N[C@@H]1CO[C@@H]2C[C@H](OC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)C[C@H]12,0.9109,86.22,Active,Active
656,O=C(c1cnc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2)N1CCC1,0.9109,86.22,Active,Active
657,CN(Cc1ccsc1)CC1CCN(CCc2cccc(Br)c2)CC1,0.9109,86.22,Active,Active
658,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)CCCCc4ccccc4)cc32)cn1,0.9109,86.22,Active,Active
659,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(/C=C/CSc3cc[n+](C)cc3)[C@H](C)[C@H]12,0.9109,86.22,Active,Active
660,Nc1c(F)c(N2C[C@H]3C[C@@H]4C[C@@H]4[C@@H](N)[C@H]3C2)c(F)c2c1c(=O)c(C(=O)O)cn2[C@@H]1C[C@@H]1F,0.9109,86.22,Active,Active
661,Nc1c(F)c(N2C[C@H]3C[C@@H]4C[C@@H]4[C@H](N)[C@H]3C2)c(F)c2c1c(=O)c(C(=O)O)cn2[C@@H]1C[C@@H]1F,0.9109,86.22,Active,Active
662,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)c(O)c2c1=O,0.9109,86.22,Active,Active
663,CN(Cc1ccsc1)CC1CCN(CCc2cccc(Cl)c2Cl)CC1,0.9109,86.22,Active,Active
664,O=C(OC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,0.9103,86.12,Active,Active
665,O=C(O)c1cn(C2CC=CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.9103,86.12,Active,Active
666,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(-c4cc(CO)[nH]n4)c3)CS[C@H]12)c1csc(N)n1,0.9103,86.12,Active,Active
667,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4cncnc4c3)CS[C@H]12)c1csc(N)n1,0.9103,86.12,Active,Active
668,CNc1cc(F)cc2c(N[C@H]3C[C@@H](N)C3)c(C(=O)Nc3ccc(C(=O)O)cc3)c(=O)[nH]c12,0.9103,86.12,Active,Active
669,CN1CCN(c2cc3c(c(N)c2N)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.9103,86.12,Active,Inactive
670,Nc1nc2cc3nc(NCCN4CCOCC4)[nH]c3cc2c(=O)[nH]1,0.9103,86.12,Active,Active
671,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O[P+](O)(O)O)[C@H]2O)c(=O)n1,0.9103,86.12,Active,Active
672,NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)O,0.9103,86.12,Active,Active
673,COC(=O)C1CCN(C(=O)c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)C1,0.9103,86.12,Active,Active
674,COc1c(N2C[C@@H](C)[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(-c3ccc(O)cc3)c12,0.9103,86.12,Active,Active
675,Cc1c(N2CCc3ccccc3C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.9103,86.12,Active,Active
676,C[C@H]1C([C@@H](O)C2CC2)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)C12,0.9103,86.12,Active,Active
677,CN(C)C(=O)C1CCN(C(=O)c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)C1,0.9103,86.12,Active,Active
678,Cn1cc(-c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)cn1,0.9103,86.12,Active,Active
679,CNc1cc(F)cc2c(NCC3(N)CCC3)c(C(=O)Nc3ccc(C(=O)O)cc3)c(=O)[nH]c12,0.9103,86.12,Active,Active
680,CN1C[N+]([C@@H]2O[C@H](CO[P+](O)(O)O[P+](O)(O)O)[C@@H](O)[C@H]2O)=C2NC(N)NC(=O)C21,0.9103,86.12,Active,Active
681,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(OC)C3)nc21,0.9103,86.12,Active,Active
682,C[C@H]1C([C@H](O)C2CC2)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)C12,0.9071,85.66,Active,Active
683,CNC1(C)CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)C1,0.9034,85.1,Active,Active
684,CNC1(C)CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)C1,0.9034,85.1,Active,Active
685,CNCCCc1c(C(=O)Nc2ccc(C(=O)O)cc2)c(=O)[nH]c2c(NC)cc(F)cc12,0.9034,85.1,Active,Active
686,O=C(CC1CCNC1)[C@@H]1CCC2CN1C(=O)N2OS(=O)(=O)O,0.9034,85.1,Active,Active
687,O=C(O)c1cn(-c2ccc(O)cc2)c2nc(N3CC4CC3CN4)c(F)cc2c1=O,0.9034,85.1,Active,Active
688,CN[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.9034,85.1,Active,Active
689,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(-c4cc(C(N)=O)[nH]n4)c3)CS[C@H]12)c1csc(N)n1,0.9034,85.1,Active,Active
690,O=C(O)c1cn(-c2ccc(F)cc2F)c2nc(N3CC4CC3CN4)c(F)cc2c1=O,0.9034,85.1,Active,Active
691,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCCNCC3)cc21,0.9034,85.1,Active,Active
692,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCCC3)c(F)cc2c1=O,0.9034,85.1,Active,Active
693,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(-c4cc[nH]n4)c3)CS[C@H]12)c1csc(N)n1,0.9034,85.1,Active,Active
694,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(-c4cc(N)n(CCO)n4)c3)CS[C@H]12)c1csc(N)n1,0.9034,85.1,Active,Active
695,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)CN)C(=O)N[C@@H](CC(C)C)C(=O)O,0.9034,85.1,Active,Active
696,O=C(O)C1=C(NC[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)CCC=C1,0.9034,85.1,Active,Active
697,COC(=O)N[C@H](C(=O)N/[N+](=C\c1ccc(C2=CCSC2)cc1)CCC[C@@]1(O)Cc2ccc(cc2)C/C=C\CNC(=O)[C@H](C(C)C)NC1=O)C(C)(C)C,0.9034,85.1,Active,Active
698,O=C(c1ccc(OCCN2CCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.9034,85.1,Active,Active
699,Nc1nc(N)c2cc(Sc3c(F)c(F)cc(F)c3F)ccc2n1,0.9034,85.1,Active,Active
700,O=C(O)CNC(=O)/C=C/C1=C(C(=O)O)N2C(=O)/C(=C/c3ccccn3)[C@H]2S(=O)(=O)C1,0.9034,85.1,Active,Active
701,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3cc(C)nc(C)c3)cc21,0.9034,85.1,Active,Active
702,COC(=O)C1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,0.9034,85.1,Active,Active
703,COC(=O)C1CCN(c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)CC1,0.9034,85.1,Active,Active
704,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(C)(N)C3)nc21,0.9034,85.1,Active,Active
705,Nc1nc(/C(=N\OCCF)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(Sc4snc5ccccc45)CC[C@H]23)cs1,0.9034,85.1,Active,Active
706,O=C(O)c1c(=O)c2cc(F)c(N3CCNCC3)c3c2n2c(csc12)CO3,0.9034,85.1,Active,Active
707,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,0.9034,85.1,Active,Active
708,CN(C)C(=O)C1CCN(c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)CC1,0.9034,85.1,Active,Active
709,Nc1nc(/C(=N/OC2(C(=O)O)CCCC2)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CNC(=O)c4cc(O)c(O)c(Br)c4)CSC23)cs1,0.9034,85.1,Active,Active
710,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CN(c5ccccc5)C4=O)CS[C@H]23)cs1,0.9034,85.1,Active,Active
711,CN(C)CCOc1ccc(-c2[nH]c3ncnc(NCC4SCCS4)c3c2-c2ccccc2)cc1,0.9034,85.1,Active,Active
712,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4/CN(c5ccccc5)C4=O)CS[C@H]23)cs1,0.9034,85.1,Active,Active
713,Nc1ccn([C@@H]2O[C@H](CO[P+](O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,0.9034,85.1,Active,Active
714,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,0.9034,85.1,Active,Active
715,CN(CCCC(=O)NCCCNC(=O)CCCN(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0.9034,85.1,Active,Active
716,CC(C)c1ccc(NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCCN)NC(=O)C(F)(F)F)cc1,0.9034,85.1,Active,Active
717,CO/N=C1\CC(N)CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,0.9034,85.1,Active,Active
718,Nc1ncnc2c1N=NC2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.9034,85.1,Active,Active
719,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)N)[C@@H](C)O)[C@@H](C)CC)C(=O)O,0.9034,85.1,Active,Active
720,O=C(OC1CNNC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,0.9034,85.1,Active,Active
721,O=C(O)C1=CS[C@@H]2/C(=C\c3cc4n(n3)CCCO4)C(=O)N12,0.9034,85.1,Active,Active
722,O=C1N2C[C@@H](CC[C@H]2C(F)(F)c2nccs2)N1OS(=O)(=O)O,0.9034,85.1,Active,Active
723,CC1(N)CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3CCF)C1,0.9034,85.1,Active,Active
724,CC1(N)CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)C1,0.9034,85.1,Active,Active
725,CC(C)N(C)c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1,0.9034,85.1,Active,Active
726,O=C(O)C1CN(C2CC2)c2c(ccc(-c3cc4n(c3)CCNC4)c2OC(F)F)C1=O,0.9034,85.1,Active,Active
727,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.9034,85.1,Active,Active
728,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)O)C(C)C)[C@@H](C)O,0.9034,85.1,Active,Active
729,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4ccccc43)CS[C@H]12)c1csc(N)n1,0.9034,85.1,Active,Active
730,CN1CCN(c2c(F)c(Br)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,0.9034,85.1,Active,Active
731,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)O)[C@@H](C)CC)C(=O)O,0.9034,85.1,Active,Active
732,COCC(O)CN1C[C@@H]2[C@@H](C#Cc3ccc(-c4cc(Cn5ccnc5[C@H](C)O)on4)cc3)[C@@H]2C1,0.9034,85.1,Active,Active
733,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O[P+](O)(O)O)c(=O)n1,0.9034,85.1,Active,Active
734,CN1CCN(Cc2cc(COCc3ccccc3)c3cccnc3c2O)CC1,0.9034,85.1,Active,Active
735,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c(O)cccc43)CS[C@H]12)c1csc(N)n1,0.9034,85.1,Active,Active
736,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.9034,85.1,Active,Active
737,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.9034,85.1,Active,Active
738,N[C@H]1CCN(c2cc3c(cc2F)n2ccnc2c(=O)n3C2CC2)C1,0.9034,85.1,Active,Inactive
739,O=C(N[C@H](CCS)C(=O)N[C@H](Cc1ccccc1)C(=O)O)c1cc2ccccc2[nH]1,0.9034,85.1,Active,Inactive
740,CC(C)(C)OC(=O)N1CCCN1C(=O)[C@H](CC1CCCC1)CN(O)C=O,0.9034,85.1,Active,Active
741,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CS[C@H]3CC[C@@H](NC(=O)c4ccc(O)c(O)c4Cl)CC3)CS[C@H]12)c1csc(N)n1)C(=O)O,0.9034,85.1,Active,Active
742,C[C@@H](O)[C@H](NC1CCc2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc21)C(=O)NO,0.9034,85.1,Active,Active
743,C[C@@H](O)[C@H](NC1COCc2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc21)C(=O)NO,0.9034,85.1,Active,Active
744,NC(=O)c1csc([C@@H]2O[C@H](COP(=O)(O)CP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)n1,0.9034,85.1,Active,Active
745,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CSC(=S)N(C)Cc3ccccc3)S[C@H]12,0.9034,85.1,Active,Active
746,CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](n2cnc3cnc4[nH]ccc4c32)C1,0.9034,85.1,Active,Active
747,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(Sc3nc4ccccc4s3)[C@H](C)[C@H]12,0.9034,85.1,Active,Active
748,OC1CN=C(c2ccc3cc(-c4ccc(-c5cc6ccc(C7=NCC(O)CN7)cc6o5)cc4)[nH]c3c2)NC1,0.9034,85.1,Active,Active
749,C[C@@H]1NCCn2cc(-c3c(F)cc4c(c3OC(F)F)N(C3CC3)CC(C(=O)O)C4=O)cc21,0.9034,85.1,Active,Active
750,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,0.9034,85.1,Active,Active
751,OC[C@H]1O[C@H](O[C@@H]2[C@@H](O[C@@H]3[C@@H](O[C@@H]4[C@H](O)[C@H](O)O[C@H](CO)[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,0.9034,85.1,Active,Active
752,OC[C@H]1O[C@H](S[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,0.9034,85.1,Active,Active
753,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1,0.9034,85.1,Active,Active
754,O=CN(O)C[C@@H](CC1CCCC1)C(=O)N1CCCCN1C(=O)c1ccncc1,0.9034,85.1,Active,Active
755,C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[nH]1)C(N)=O,0.9034,85.1,Active,Active
756,C[C@H](NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)CP(=O)(O)[C@H](C)N)C(=O)O,0.9034,85.1,Active,Active
757,COc1cc(Cc2cnc(N)nc2N)cc2c1NC(C)(CF)C=C2CF,0.9034,85.1,Active,Active
758,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC(N)C(=O)N3)oc2ccccc12,0.9034,85.1,Active,Active
759,C[C@H]1CN2c3c(cc4c(-c5snn[n+]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]2[C@@H](C)O1,0.9034,85.1,Active,Active
760,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.9034,85.1,Active,Active
761,c1cc2cc(-c3ccc(-c4cc5ccc(C6=NCCCN6)cc5o4)s3)[nH]c2cc1C1=NCCCN1,0.9034,85.1,Active,Active
762,C[C@H]1COc2c(N3CCN(CC(=O)c4ccc(F)cc4)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.9034,85.1,Active,Active
763,C[N+](C)(CCCC(=O)NCCOC1CCCCCc2c1nnn2CCNC(=O)CCC[N+](C)(C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0.9034,85.1,Active,Active
764,C[C@@H](O)[C@H](NC1CCCc2cc(C#Cc3ccccc3)ccc21)C(=O)NO,0.9034,85.1,Active,Active
765,Cc1[nH]c(C(=O)Nc2ccc3[nH]c(C(=O)O)cc3c2)c(Cl)c1Cl,0.9034,85.1,Active,Active
766,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O)Cc1ccccc1,0.9034,85.1,Active,Active
767,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)CC=C1,0.9034,85.1,Active,Active
768,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4nsc(NCCCCN)c4Cl)cn3C)cn2C)cc1C(=O)NCCN1CCOCC1,0.9034,85.1,Active,Active
769,Cn1cc(-c2cc(CO)c3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)cn1,0.9034,85.1,Active,Active
770,COc1ccc2nc(C)cc(-n3cc(CN4CCN(C(C)=O)CC4)nn3)c2c1,0.9034,85.1,Active,Active
771,Cc1nc(-c2ccc(C3SCCS3)cc2)ncc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,0.9034,85.1,Active,Active
772,CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@@H](CO)O[C@H]1O,0.9034,85.1,Active,Active
773,COc1c(N2CCN(CCC#N)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.9034,85.1,Active,Inactive
774,NC(=O)/C=C/C1=C(C(=O)O)N2C(=O)/C(=C/c3ccccn3)[C@H]2S(=O)(=O)C1,0.9034,85.1,Active,Active
775,N=C(N)c1cccc(COc2cc(OCc3cccc(C(=N)N)c3)cc(C(=O)NC3CCC(N)CC3)c2)c1,0.9034,85.1,Active,Active
776,COc1c(N2C[C@@H](C)[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(-c3ccc(O)cc3)c12,0.9034,85.1,Active,Active
777,NC(=O)C1CCCN1C(=O)c1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2,0.9034,85.1,Active,Active
778,CC(C)(C)C(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CS[C@H]3CC[C@@H](NC(=O)c4ccc(O)c(O)c4Cl)CC3)CS[C@H]12)c1csc(N)n1)C(=O)O,0.9034,85.1,Active,Active
779,NC(=O)CC[C@H](NC(=O)CCc1ccc(-c2cc(-c3ccccc3)cs2)cc1)C(=O)N[C@@H](CCC(=O)O)C(N)=O,0.9034,85.1,Active,Active
780,COc1ncc(-c2cc3c(cc2F)c(=O)c2c(=O)[nH]sc2n3C2CC2)c(OC)n1,0.9034,85.1,Active,Active
781,C[C@@H]1CN2c3c(cc4c(-c5cccnc5)noc4c3Cl)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,0.8667,79.73,Active,Active
782,C[n+]1cc(Cc2ccccc2)c(N)nc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)/C(=N\OC(C)(C)C(=O)O)c3cnc(N)s3)C2SC1,0.8667,79.73,Active,Active
